symbol,date,open,high,low,close,volume,change,changePercent,vwap
^IXIC,2018-05-09,7281.53,7344.8,7259.05,7339.91,2250260000,58.38,0.80175,7306.3225
^IXIC,2018-05-10,7355.9,7414.15,7353.63,7404.97,2250450000,49.07,0.66708,7382.1625
^IXIC,2018-05-11,7393.96,7417.67,7372.26,7402.88,2085350000,8.92,0.12064,7396.6925
^IXIC,2018-05-14,7429.45,7458.42,7401.89,7411.32,2085850000,-18.13,-0.24403,7425.27
^IXIC,2018-05-15,7361.3,7363.52,7320.97,7351.63,2120380000,-9.67,-0.13136,7349.355
^IXIC,2018-05-16,7356.22,7413.32,7356.16,7398.3,2103060000,42.08,0.57203,7381.0
^IXIC,2018-05-17,7379.58,7425.39,7350.46,7382.47,1958970000,2.89,0.03916212,7384.475
^IXIC,2018-05-18,7364.34,7381.16,7343.97,7354.34,1982190000,-10.0,-0.13579,7360.9525
^IXIC,2018-05-21,7406.33,7431.83,7368.21,7394.04,1997220000,-12.29,-0.16594,7400.1025
^IXIC,2018-05-22,7420.85,7432.53,7370.33,7378.46,1927420000,-42.39,-0.57123,7400.5425
^IXIC,2018-05-23,7335.03,7426.78,7334.62,7425.96,1997090000,90.93,1.23967,7380.5975
^IXIC,2018-05-24,7421.99,7435.38,7357.5,7424.43,2035460000,2.44,0.03287528,7409.825
^IXIC,2018-05-25,7422.2,7452.85,7415.58,7433.85,1771950000,11.65,0.15696,7431.12
^IXIC,2018-05-29,7398.51,7435.13,7354.29,7396.59,2095380000,-1.92,-0.02595117,7396.13
^IXIC,2018-05-30,7428.41,7473.81,7423.67,7462.45,2058300000,34.04,0.45824,7447.085
^IXIC,2018-05-31,7455.58,7492.42,7431.41,7442.12,2533360000,-13.46,-0.18054,7455.3825
^IXIC,2018-06-01,7487.66,7557.38,7487.23,7554.33,2212330000,66.67,0.8904,7521.65
^IXIC,2018-06-04,7570.08,7607.17,7561.2,7606.46,2152170000,36.38,0.48058,7586.2275
^IXIC,2018-06-05,7621.36,7644.48,7602.38,7637.86,2063270000,16.5,0.2165,7626.52
^IXIC,2018-06-06,7652.8,7691.65,7622.31,7689.24,2198100000,36.44,0.47617,7664.0
^IXIC,2018-06-07,7697.41,7697.41,7597.66,7635.07,2339720000,-62.34,-0.80988,7656.8875
^IXIC,2018-06-08,7607.74,7653.58,7595.14,7645.51,1949810000,37.77,0.49647,7625.4925
^IXIC,2018-06-11,7647.24,7677.29,7642.87,7659.93,1959360000,12.69,0.16594,7656.8325
^IXIC,2018-06-12,7673.87,7708.25,7669.53,7703.79,2019890000,29.92,0.38989,7688.86
^IXIC,2018-06-13,7713.9,7748.96,7686.65,7695.7,2197830000,-18.2,-0.23594,7711.3025
^IXIC,2018-06-14,7723.53,7768.6,7723.53,7761.04,2193630000,37.51,0.48566,7744.175
^IXIC,2018-06-15,7725.03,7755.72,7704.34,7746.38,3049870000,21.35,0.27637,7732.8675
^IXIC,2018-06-18,7692.96,7749.36,7676.83,7747.03,2102660000,54.07,0.70285,7716.545
^IXIC,2018-06-19,7658.47,7727.41,7635.73,7725.59,2283340000,67.12,0.87642,7686.8
^IXIC,2018-06-20,7764.15,7806.6,7755.48,7781.51,2316420000,17.36,0.22359,7776.935
^IXIC,2018-06-21,7800.3,7803.45,7699.2,7712.95,2349640000,-87.35,-1.11983,7753.975
^IXIC,2018-06-22,7739.69,7739.71,7679.12,7692.82,3956300000,-46.87,-0.60558,7712.835
^IXIC,2018-06-25,7631.12,7639.73,7477.73,7532.01,2423190000,-99.11,-1.29876,7570.1475
^IXIC,2018-06-26,7553.74,7597.49,7527.0,7561.63,2068870000,7.89,0.10445,7559.965
^IXIC,2018-06-27,7586.33,7610.67,7444.17,7445.08,2319650000,-141.25,-1.8619,7521.5625
^IXIC,2018-06-28,7438.11,7526.07,7419.56,7503.68,2208870000,65.57,0.88154,7471.855
^IXIC,2018-06-29,7544.13,7573.59,7502.95,7510.3,2208820000,-33.83,-0.44843,7532.7425
^IXIC,2018-07-02,7451.9,7568.1,7443.1,7567.69,1777880000,115.79,1.55383,7507.6975
^IXIC,2018-07-03,7593.63,7594.33,7498.5,7502.67,1171420000,-90.96,-1.19785,7547.2825
^IXIC,2018-07-05,7550.66,7589.19,7511.43,7586.43,1754690000,35.77,0.47373,7559.4275
^IXIC,2018-07-06,7595.93,7695.81,7588.65,7688.39,1718600000,92.46,1.21723,7642.195
^IXIC,2018-07-09,7731.74,7757.28,7702.06,7756.2,1844440000,24.46,0.31636,7736.82
^IXIC,2018-07-10,7770.63,7777.48,7731.98,7759.2,1735230000,-11.43,-0.14709,7759.8225
^IXIC,2018-07-11,7698.51,7748.16,7696.58,7716.61,1768480000,18.1,0.23511,7714.965
^IXIC,2018-07-12,7752.71,7825.67,7746.76,7823.92,1930830000,71.21,0.91852,7787.265
^IXIC,2018-07-13,7827.62,7843.52,7803.34,7825.98,1727500000,-1.64,-0.02095145,7825.115
^IXIC,2018-07-16,7831.74,7838.82,7791.98,7805.72,1739360000,-26.02,-0.33224,7817.065
^IXIC,2018-07-17,7751.97,7867.15,7749.61,7855.12,1752210000,103.15,1.33063,7805.9625
^IXIC,2018-07-18,7859.43,7863.77,7822.83,7854.44,1881110000,-4.99,-0.06349061,7850.1175
^IXIC,2018-07-19,7829.8,7849.85,7811.15,7825.3,1886300000,-4.5,-0.05747273,7829.025
^IXIC,2018-07-20,7843.08,7860.25,7815.86,7820.2,1796530000,-22.88,-0.29172,7834.8475
^IXIC,2018-07-23,7806.93,7846.76,7776.55,7841.87,1668270000,34.94,0.44755,7818.0275
^IXIC,2018-07-24,7914.35,7928.79,7814.33,7840.77,2021890000,-73.58,-0.9297,7874.56
^IXIC,2018-07-25,7839.09,7933.31,7838.76,7932.24,1943820000,93.15,1.18828,7885.85
^IXIC,2018-07-26,7848.04,7881.3,7834.08,7852.18,2289370000,4.14,0.05275202,7853.9
^IXIC,2018-07-27,7889.75,7889.75,7698.96,7737.42,2193410000,-152.33,-1.93073,7803.97
^IXIC,2018-07-30,7735.27,7740.26,7604.24,7630.0,2154140000,-105.27,-1.36091,7677.4425
^IXIC,2018-07-31,7654.59,7709.49,7614.84,7671.79,2208610000,17.2,0.2247,7662.6775
^IXIC,2018-08-01,7701.82,7732.68,7670.71,7707.29,2228950000,5.47,0.07102217,7703.125
^IXIC,2018-08-02,7659.52,7808.85,7659.52,7802.69,2115490000,143.17,1.86918,7732.645
^IXIC,2018-08-03,7819.23,7824.06,7783.3,7812.01,2035870000,-7.22,-0.09233646,7809.65
^IXIC,2018-08-06,7809.54,7859.68,7801.88,7859.68,2245300000,50.14,0.64204,7832.695
^IXIC,2018-08-07,7878.62,7898.2,7868.65,7883.66,2206400000,5.04,0.06397059,7882.2825
^IXIC,2018-08-08,7880.0,7901.69,7864.46,7888.33,2098100000,8.33,0.10571,7883.62
^IXIC,2018-08-09,7886.51,7923.35,7881.06,7891.78,2048170000,5.27,0.06682297,7895.675
^IXIC,2018-08-10,7834.71,7866.19,7818.37,7839.11,2107530000,4.4,0.05616034,7839.595
^IXIC,2018-08-13,7848.0,7888.66,7814.27,7819.71,1934100000,-28.29,-0.36047,7842.66
^IXIC,2018-08-14,7847.88,7878.23,7815.5,7870.89,1938840000,23.01,0.2932,7853.125
^IXIC,2018-08-15,7810.02,7832.66,7732.69,7774.12,2294100000,-35.9,-0.45967,7787.3725
^IXIC,2018-08-16,7826.95,7849.67,7795.74,7806.52,1991410000,-20.43,-0.26102,7819.72
^IXIC,2018-08-17,7786.64,7830.78,7752.68,7816.33,1850770000,29.69,0.38129,7796.6075
^IXIC,2018-08-20,7834.37,7837.14,7787.9,7821.01,1709500000,-13.36,-0.17053,7820.105
^IXIC,2018-08-21,7840.09,7897.68,7836.79,7859.17,1788860000,19.08,0.24336,7858.4325
^IXIC,2018-08-22,7844.04,7897.63,7840.84,7889.1,1669240000,45.06,0.57445,7867.9025
^IXIC,2018-08-23,7886.47,7926.32,7866.53,7878.46,1888600000,-8.01,-0.10157,7889.445
^IXIC,2018-08-24,7907.81,7949.71,7907.1,7945.98,1892990000,38.17,0.48269,7927.65
^IXIC,2018-08-27,7989.64,8024.94,7976.6,8017.9,2333790000,28.26,0.35371,8002.27
^IXIC,2018-08-28,8039.01,8046.31,8009.59,8030.04,1980270000,-8.97,-0.11158,8031.2375
^IXIC,2018-08-29,8044.34,8113.56,8042.1,8109.69,1909880000,65.35,0.81237,8077.4225
^IXIC,2018-08-30,8094.2,8133.3,8069.57,8088.36,2022720000,-5.84,-0.07215043,8096.3575
^IXIC,2018-08-31,8079.31,8119.82,8079.31,8109.54,1906900000,30.23,0.37417,8096.995
^IXIC,2018-09-04,8087.95,8104.07,8042.14,8091.25,2238710000,3.3,0.04080144,8081.3525
^IXIC,2018-09-05,8073.53,8077.84,7962.35,7995.17,2602810000,-78.36,-0.97058,8027.2225
^IXIC,2018-09-06,7998.27,8001.97,7885.49,7922.73,2375380000,-75.54,-0.94445,7952.115
^IXIC,2018-09-07,7878.79,7962.53,7873.93,7902.54,2158930000,23.75,0.30144,7904.4475
^IXIC,2018-09-10,7939.57,7945.03,7890.39,7924.16,2055430000,-15.41,-0.19409,7924.7875
^IXIC,2018-09-11,7894.87,7986.32,7880.92,7972.47,2345080000,77.6,0.98292,7933.645
^IXIC,2018-09-12,7958.87,7965.39,7884.05,7954.23,2372320000,-4.64,-0.05829973,7940.635
^IXIC,2018-09-13,7999.93,8037.51,7989.85,8013.71,2332930000,13.78,0.17225,8010.25
^IXIC,2018-09-14,8026.16,8040.83,7979.78,8010.04,2069380000,-16.12,-0.20084,8014.2025
^IXIC,2018-09-17,7992.21,8002.78,7890.07,7895.79,2303600000,-96.42,-1.20642,7945.2125
^IXIC,2018-09-18,7903.57,7986.1,7901.01,7956.11,2328260000,52.54,0.66476,7936.6975
^IXIC,2018-09-19,7962.54,7976.12,7917.73,7950.04,2167720000,-12.5,-0.15699,7951.6075
^IXIC,2018-09-20,7993.53,8039.06,7986.4,8028.23,2306580000,34.7,0.4341,8011.805
^IXIC,2018-09-21,8041.69,8057.26,7979.67,7986.96,3729890000,-54.73,-0.68058,8016.395
^IXIC,2018-09-24,7939.38,7997.9,7912.47,7993.25,2433260000,53.87,0.67852,7960.75
^IXIC,2018-09-25,8001.59,8014.12,7979.29,8007.47,2328660000,5.88,0.07348539,8000.6175
^IXIC,2018-09-26,8011.68,8067.03,7982.76,7990.37,2342370000,-21.31,-0.26599,8012.96
